Number of Fairs Attended,Internship Applications,Job Applications,Fellowship Applications,Graduate School,Cooperative Education,Experiential Learning,On Campus Student Employment,Volunteer,First Gen,College_fds_2024,Number of Internships,Career Readiness,Alignment,Q10.4_fds_2024,Q10.5_fds_2024
1,,,,,,,,,,,,,,,
1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,64.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,False,College and Graduate School of Arts & Sciences,0,3.0,7.0,9.0,9.0
3,614.0,8.0,0.0,0.0,0.0,12.0,8.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
7,66.0,21.0,0.0,0.0,0.0,0.0,42.0,0.0,False,College and Graduate School of Arts & Sciences,1,5.0,7.0,8.0,8.0
2,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
4,12.0,68.0,8.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
36,60.0,102.0,0.0,0.0,0.0,12.0,0.0,0.0,False,,,,,,
11,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,,,,,,
3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Engineering & Applied Science,0,8.0,8.0,8.0,9.0
6,18.0,30.0,0.0,0.0,0.0,0.0,36.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
15,,,,,,,,,,,,,,,
1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,False,College and Graduate School of Arts & Sciences,1,9.0,8.0,8.0,8.0
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
51,45.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
18,288.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
5,,,,,,,,,,,,,,,
1,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
24,1377.0,171.0,0.0,0.0,0.0,27.0,9.0,0.0,False,,,,,,
5,96.0,92.0,0.0,0.0,0.0,0.0,28.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
10,38.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,268.0,336.0,12.0,0.0,0.0,0.0,12.0,0.0,False,School of Engineering & Applied Science,3+,9.0,10.0,9.0,9.0
1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,39.0,0.0,0.0,0.0,0.0,9.0,0.0,True,,,,,,
2,1.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
80,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
48,224.0,40.0,0.0,0.0,0.0,8.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
10,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,36.0,8.0,0.0,0.0,0.0,0.0,56.0,0.0,False,School of Education and Human Development,2,7.0,8.0,8.0,7.0
7,,,,,,,,,,,,,,,
1,98.0,38.0,0.0,0.0,0.0,8.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,False,,,,,,
1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,8.0,8.0,8.0,8.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
1,152.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,False,,,,,,
1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,186.0,60.0,0.0,0.0,0.0,0.0,24.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,
1,16.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,204.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,108.0,12.0,0.0,0.0,0.0,48.0,12.0,0.0,False,College and Graduate School of Arts & Sciences,1,6.0,7.0,6.0,7.0
3,10.0,98.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
14,464.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,3.0,45.0,0.0,0.0,0.0,0.0,3.0,0.0,True,,,,,,
12,9.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,45.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,True,,,,,,
2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
24,272.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,76.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
3,9.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,False,,,,,,
1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
7,123.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,8.0,54.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
1,26.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
15,1017.0,45.0,0.0,0.0,0.0,9.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
5,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,291.0,0.0,0.0,0.0,3.0,3.0,0.0,False,,,,,,
2,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
2,0.0,34.0,4.0,2.0,0.0,2.0,0.0,0.0,False,,,,,,
10,332.0,84.0,0.0,0.0,0.0,20.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,9.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Engineering & Applied Science,1,9.0,10.0,10.0,10.0
3,,,,,,,,,,,,,,,
1,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,288.0,96.0,18.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,18.0,2.0,0.0,0.0,0.0,6.0,22.0,0.0,False,School of Architecture,1,5.0,8.0,8.0,8.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
9,25.0,355.0,0.0,0.0,0.0,0.0,15.0,0.0,True,College and Graduate School of Arts & Sciences,,,,,
14,108.0,30.0,12.0,0.0,0.0,18.0,96.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
45,81.0,126.0,0.0,0.0,0.0,0.0,9.0,0.0,False,,,,,,
7,,,,,,,,,,,,,,,
3,6.0,333.0,0.0,0.0,0.0,3.0,6.0,3.0,True,,,,,,
13,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
7,180.0,108.0,0.0,0.0,0.0,3.0,9.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
5,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
12,1008.0,196.0,0.0,0.0,0.0,12.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
2,0.0,36.0,0.0,0.0,0.0,0.0,24.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
8,84.0,48.0,0.0,0.0,0.0,0.0,24.0,0.0,False,,,,,,
6,,,,,,,,,,,,,,,
3,0.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
9,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,24.0,60.0,6.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,60.0,128.0,0.0,0.0,2.0,0.0,0.0,0.0,False,School of Data Science,1,5.0,6.0,7.0,7.0
1,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,63.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,,,,,,,,,,,,,,,
6,48.0,572.0,12.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,123.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,164.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,102.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,388.0,0.0,0.0,0.0,4.0,0.0,16.0,12.0,False,School of Engineering & Applied Science,1,6.0,7.0,8.0,7.0
1,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
15,78.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,False,,,,,,
1,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,10.0,22.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
2,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
16,,,,,,,,,,,,,,,
4,16.0,20.0,0.0,0.0,0.0,0.0,8.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,0.0,27.0,0.0,0.0,0.0,9.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,148.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,0,5.0,8.0,8.0,8.0
9,66.0,24.0,0.0,0.0,0.0,3.0,6.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,False,,,,,,
1,188.0,32.0,12.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,2,7.0,8.0,9.0,7.0
1,,,,,,,,,,,,,,,
4,116.0,304.0,0.0,0.0,0.0,4.0,0.0,0.0,False,,,,,,
32,858.0,42.0,0.0,0.0,0.0,18.0,18.0,0.0,False,College and Graduate School of Arts & Sciences,3+,,,,
32,150.0,12.0,0.0,0.0,0.0,36.0,0.0,0.0,False,,,,,,
1,8.0,8.0,0.0,0.0,0.0,52.0,52.0,0.0,False,School of Engineering & Applied Science,2,9.0,9.0,10.0,9.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,66.0,118.0,0.0,0.0,0.0,2.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,3+,7.0,7.0,7.0,7.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,6.0,60.0,0.0,0.0,0.0,0.0,36.0,0.0,False,,,,,,
1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
2,6.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,2.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,True,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
9,17.0,85.0,8.0,0.0,0.0,1.0,15.0,2.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,66.0,112.0,0.0,0.0,2.0,0.0,0.0,0.0,True,,,,,,
1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
3,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,54.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
12,132.0,0.0,0.0,0.0,0.0,12.0,32.0,0.0,True,College and Graduate School of Arts & Sciences,0,3.0,6.0,7.0,5.0
1,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
27,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
2,96.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,True,College and Graduate School of Arts & Sciences,1,8.0,8.0,8.0,8.0
1,,,,,,,,,,,,,,,
1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
9,459.0,90.0,0.0,0.0,6.0,12.0,3.0,0.0,False,,,,,,
10,,,,,,,,,,,,,,,
4,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
5,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,False,,,,,,
10,156.0,720.0,0.0,0.0,0.0,0.0,6.0,0.0,False,College and Graduate School of Arts & Sciences,3+,8.0,5.0,6.0,9.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
7,0.0,92.0,0.0,0.0,0.0,4.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,44.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,315.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
14,256.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,6.0,3.0,0.0,0.0,0.0,12.0,12.0,0.0,False,,,,,,
4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,30.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
12,376.0,940.0,0.0,0.0,0.0,20.0,32.0,0.0,False,,,,,,
12,4.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,True,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,2.0,20.0,0.0,0.0,0.0,0.0,24.0,0.0,False,,,,,,
1,0.0,28.0,0.0,0.0,0.0,0.0,16.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,48.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,12.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
17,368.0,104.0,0.0,0.0,0.0,4.0,20.0,0.0,False,College and Graduate School of Arts & Sciences,1,7.0,8.0,8.0,8.0
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
2,136.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Engineering & Applied Science,2,8.0,9.0,10.0,10.0
9,36.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,2,9.0,10.0,10.0,10.0
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,3+,6.0,5.0,8.0,8.0
1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,False,,,,,,
1,0.0,108.0,0.0,0.0,0.0,0.0,8.0,0.0,False,,,,,,
5,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,
1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,56.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
7,90.0,96.0,0.0,0.0,0.0,0.0,24.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
1,,,,,,,,,,,,,,,
4,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
