FIPS,Jurisdiction,Total Population,American Indian population,Asian population,Black population,Pacific Islander population,Two or more races population,White population,Hispanic population,Average Annual Pay,Percent without HS diploma,Percent with only HS diploma,Percent with some college,Percent with college degree,Number in poverty,Cost of living,Years of Potential Life Lost Rate,Percent Fair or Poor Health,Average Number of Mentally Unhealthy Days,Percent Adults Reporting Currently Smoking,Percent Adults with Obesity,Food Environment Index
51650,Hampton city,137746,1.9,3.94,54.89,0.39,4.47,43.9,6.72,48399.596446634,7.247614209906297,29.229306040399017,35.8533184908189,27.669761258875784,16442.0,94.6495594205118,10422.973489,18.6,5.2239096495,17.7,42.6,8.2
51660,Harrisonburg city,51430,1.61,5.81,11.37,0.41,3.49,84.42,20.98,39756.546762589925,16.388201712654617,25.743101807802095,22.675547098001903,35.19314938154139,11006.0,96.7932958324768,5529.8543418,20.6,5.6178234838,18.5,37.8,8.3
51670,Hopewell city,23140,1.49,2.37,47.39,0.38,3.57,52.06,8.95,54779.62041643634,13.134746101559378,42.116486738637875,33.64654138344662,11.102225776356125,4737.0,91.917412550763,17560.00783,24.1,5.6847788936,22.5,45.6,6.3
51678,Lexington city,7456,1.02,3.97,9.7,0.24,2.76,87.93,3.94,40892.78206026629,3.801603801603801,22.75022275022275,13.216513216513217,60.231660231660236,988.0,90.5117972991124,7174.510659,15.0,5.190514856,15.8,36.4,7.9
51680,Lynchburg city,79009,0.91,3.45,30.01,0.25,2.64,68.2,4.79,45494.48622021532,9.682676202978588,23.826445158661897,28.50708433298628,37.98379430537323,12216.0,93.1340107185424,10718.174577,17.3,5.0103145873,17.0,38.4,7.7
51683,Manassas city,42708,2.42,7.82,18.0,0.48,3.89,75.4,39.33,54841.335135452784,14.16859289222768,28.954781854955215,22.338197052874893,34.53842819994221,3660.0,106.053117343624,8388.1460367,15.8,4.5565841391,13.2,34.7,9.7
51685,Manassas Park city,17002,2.87,13.15,17.59,0.46,3.83,69.89,43.0,56543.54066985646,19.884017221685266,31.596520516650557,23.50408575696336,25.015376504700814,1242.0,107.524570818676,,18.0,4.5661999142,14.1,37.0,8.8
51690,Martinsville city,13517,1.04,1.42,48.93,0.2,2.66,51.11,7.66,35469.545454545456,13.52077965721967,31.43273216086031,34.748515738770024,20.297972443149995,2622.0,84.8885276530632,17859.601136,23.0,5.8167336482,21.1,44.6,6.2
51700,Newport News city,184587,1.74,4.99,46.65,0.46,4.62,51.43,10.02,61760.22176022176,8.277939084351784,29.55099460062064,33.49362307506718,28.677443239960397,27809.0,95.2109000236734,10288.58861,19.0,5.4563738072,18.1,45.7,7.9
51710,Norfolk city,235089,1.83,5.39,43.97,0.52,4.04,52.95,9.14,58418.85553946049,10.74687815959137,24.40025211077117,32.68576755912129,32.16710217051617,34150.0,95.6744162390011,10538.654582,17.8,4.8111849901,17.5,41.0,7.6
51720,Norton city,3666,0.95,2.4,7.88,0.11,2.45,91.13,3.93,49192.05298013245,9.836065573770492,34.83606557377049,35.953800298062596,19.374068554396423,738.0,86.442443774068,16104.493889,20.2,5.9758227167,21.6,40.1,5.0
51730,Petersburg city,33429,1.21,1.74,79.08,0.34,2.71,20.45,5.35,48620.89444794385,13.565908396279964,35.89049469501812,28.782255599703095,21.761341308998823,7518.0,89.683618992219,23389.583497,24.6,5.8555497839,20.7,46.0,5.0
51735,Poquoson city,12574,1.18,3.4,2.66,0.15,2.43,95.06,3.67,29224.417784050813,3.841317022979307,27.335086315308104,30.37612895850006,38.44746770321253,677.0,98.0041098921771,7000.4970091,11.3,4.7522202304,12.5,31.8,8.8
51740,Portsmouth city,97840,1.48,2.42,57.27,0.32,3.39,42.2,5.15,47650.77680618049,10.482653450247808,31.996950057186428,36.27296988181472,21.24742661075105,16721.0,94.3411893579127,13091.669064,20.2,4.7348428056,18.3,47.6,8.1
51750,Radford city,16499,0.91,2.91,11.1,0.21,2.71,87.64,3.03,44599.45504087194,6.665756044256249,18.344488457860948,30.21445157765333,44.775303920229476,3456.0,88.5514097480592,7381.505714,19.9,6.0509511215,20.2,39.1,6.3
51760,Richmond city,226604,1.35,3.27,47.07,0.3,2.59,50.96,7.78,73579.09868892543,11.235200894938007,20.584817128119077,24.05518784375874,44.124794133184174,45409.0,100.52232568148,11283.313677,18.0,5.9573212979,16.3,33.2,7.8
51770,Roanoke city,98865,1.06,3.91,32.62,0.21,3.41,65.77,7.09,52667.047649710235,10.881208448803182,34.43562167051965,26.272561492181556,28.41060838849561,17429.0,92.3653136243258,14085.890539,19.6,5.6951116083,20.1,40.9,7.8
51775,Salem city,25373,0.93,2.27,10.26,0.15,2.57,89.02,3.98,54799.7497551953,6.077060828375021,27.06371671191728,34.33654901507712,32.522673444630584,2469.0,94.830521692622,8908.7619025,14.2,5.0194971964,15.7,36.0,8.5
51790,Staunton city,25661,1.17,2.01,13.94,0.16,3.44,86.26,3.96,36339.03764847997,7.408617965898568,30.46249387154764,28.56675927439124,33.562128888162555,2979.0,94.0426115800096,8179.7810672,15.3,5.2316300246,16.7,35.8,8.5
51800,Suffolk city,96194,1.09,3.24,44.77,0.24,3.09,54.03,4.87,47070.61826432218,8.824848794220923,26.37709406468978,32.71613531950439,32.08192182158491,10069.0,96.8512486786791,8668.1896269,16.1,5.4367096221,15.3,42.4,9.2
51810,Virginia Beach city,457672,1.36,9.72,22.9,0.4,4.55,70.8,8.85,49367.72641281853,5.4855176514495,20.74717406018129,33.98275654852646,39.78455173984275,41912.0,101.434667647037,6600.9277445,13.3,4.6438920668,13.7,31.5,9.2
51820,Waynesboro city,22550,1.37,2.31,16.25,0.16,3.51,83.55,9.95,43858.60700903681,11.817203620482308,34.938920184821825,26.026963731881764,27.2169124628141,2748.0,92.6435884751253,10393.558308,18.0,5.3475186473,18.2,39.1,7.4
51830,Williamsburg city,15590,1.3,7.47,17.67,0.24,3.79,77.33,7.59,37497.242647058825,6.724765868886576,16.168054110301767,26.49583766909469,50.61134235171696,2170.0,100.869325640967,8956.2188547,15.0,5.1705241785,14.7,35.1,8.2
51840,Winchester city,28136,1.7,3.3,13.89,0.22,3.55,84.58,18.92,47746.681004177175,13.000691526145008,27.77807330177137,26.958880791531463,32.26235438055215,3388.0,98.1330587190705,9861.3367702,16.7,5.0270023411,15.8,38.0,8.0
