,avg_unemployment,survey_year,Auth Identifier,Outcome,number_of_internships,primary_major,Gender,primary_college,Outcome_binary,Total Unique Fairs Attended,total_apps,Educations Cumulative Gpa,ipp_flag,Internship_binary,binary_cont_education,binary_still_looking,fairs_above_avg,apps_above_avg
1818,3.6,2023,kkl2rw,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,11,27,,0,1,0,0,1,0
1819,3.6,2023,kkl2rw,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,11,27,3.83,0,1,0,0,1,0
1820,3.6,2023,zlf5mub,Still Looking,2,Environmental Sciences,Male,College and Graduate School of Arts & Sciences,0,0,4,,0,1,0,1,0,0
1821,3.6,2023,nc5sfu,Working,2,Statistics,Male,College and Graduate School of Arts & Sciences,1,0,289,3.7,0,1,0,0,0,1
1822,3.6,2023,nc5sfu,Working,2,Statistics,Male,College and Graduate School of Arts & Sciences,1,0,289,4.81,0,1,0,0,0,1
1823,3.6,2023,pjb4xn,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
1824,3.6,2023,pjb4xn,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.78,0,0,0,0,0,0
1825,3.6,2023,jl8wf,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,4,76,,0,1,0,0,1,1
1826,3.6,2023,jl8wf,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,4,76,3.82,0,1,0,0,1,1
1827,3.6,2023,bac5yq,Continuing Education,1,Media Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,3,,0,1,1,0,0,0
1828,3.6,2023,jp5nyz,Working,3,Statistics,Male,College and Graduate School of Arts & Sciences,1,2,158,3.57,0,1,0,0,1,1
1829,3.6,2023,ekg9au,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0
1830,3.6,2023,rk6ru,Working,1,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,3,2,3.56,0,1,0,0,1,0
1831,3.6,2023,rk6ru,Working,1,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,3,2,4.0,0,1,0,0,1,0
1832,3.6,2023,qza4fu,Working,1,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,0,169,,0,1,0,0,0,1
1833,3.6,2023,imp9bmx,Working,1,Physics,Female,College and Graduate School of Arts & Sciences,1,0,48,3.96,0,1,0,0,0,1
1834,3.6,2023,imp9bmx,Working,1,Physics,Female,College and Graduate School of Arts & Sciences,1,0,48,3.75,0,1,0,0,0,1
1835,3.6,2023,kmc5vs,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,1,39,3.5,0,1,0,0,0,0
1836,3.6,2023,tk8dd,Working,2,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,1,0,,0,1,0,0,0,0
1837,3.6,2023,erf7fm,Working,2,Psychology,Female,College and Graduate School of Arts & Sciences,1,2,44,3.82,0,1,0,0,1,0
1838,3.6,2023,erf7fm,Working,2,Psychology,Female,College and Graduate School of Arts & Sciences,1,2,44,,0,1,0,0,1,0
1839,3.6,2023,kas7ee,Continuing Education,0,Education - Kinesiology,Male,School of Education and Human Development,0,0,0,,0,0,1,0,0,0
1840,3.6,2023,hmt4wmu,Working,0,English,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
1841,3.6,2023,jmn4fms,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,12,,0,1,0,0,0,0
1842,3.6,2023,jmn4fms,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,12,4.4,0,1,0,0,0,0
1843,3.6,2023,lna5nn,Working,1,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,34,,0,1,0,0,0,0
1844,3.6,2023,wuc9jr,Still Looking,1,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,0,16,741,,0,1,0,1,1,1
1845,3.6,2023,tls8vx,Working,0,Psychology,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
1846,3.6,2023,bp3aq,Fellowship,0,Mathematics,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,0,0,0
1847,3.6,2023,les3ra,Still Looking,2,Cognitive Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,1,39,,0,1,0,1,0,0
1848,3.6,2023,sr6sv,Working,2,Statistics,Male,College and Graduate School of Arts & Sciences,1,0,114,,0,1,0,0,0,1
1849,3.6,2023,jfl4kb,Not Seeking,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,1,0,4.34,0,1,0,0,0,0
1850,3.6,2023,jfl4kb,Not Seeking,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,1,0,4.0,0,1,0,0,0,0
1851,3.6,2023,ams4qxb,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,0,39,3.53,0,1,0,0,0,0
1852,3.6,2023,tpb5fe,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.8,0,1,0,0,0,0
1853,3.6,2023,tpb5fe,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.37,0,1,0,0,0,0
1854,3.6,2023,src9t,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0
1855,3.6,2023,rcb9aa,Working,0,Microbiology,Male,School of Medicine,1,0,0,,0,0,0,0,0,0
1856,3.6,2023,mv9yw,Still Looking,1,Interdisciplinary (SCPS-BIS),Male,School of Continuing and Professional Studies,0,0,9,4.0,0,1,0,1,0,0
1857,3.6,2023,mv9yw,Still Looking,1,Interdisciplinary (SCPS-BIS),Male,School of Continuing and Professional Studies,0,0,9,1.98,0,1,0,1,0,0
1858,3.6,2023,jlr9au,Working,2,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,1,35,,0,1,0,0,0,0
1859,3.6,2023,cc8gj,Working,0,Public Health,Female,School of Medicine,1,0,0,,0,0,0,0,0,0
1860,3.6,2023,az5dd,Working,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,12,151,3.96,0,1,0,0,1,1
1861,3.6,2023,az5dd,Working,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,12,151,3.79,0,1,0,0,1,1
1862,3.6,2023,ojh7gsy,Not Seeking,0,Music,Female,College and Graduate School of Arts & Sciences,0,0,0,3.84,0,0,0,0,0,0
1863,3.6,2023,atf5hd,Continuing Education,0,American Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,1,0,0,0
1864,3.6,2023,tem4hr,Working,3,Media Studies,Female,College and Graduate School of Arts & Sciences,1,1,104,3.6,0,1,0,0,0,1
1865,3.6,2023,esh2nne,Working,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,3,35,3.8,0,1,0,0,1,0
1866,3.6,2023,ag9wse,Working,1,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,7,98,,0,1,0,0,1,1
1867,3.6,2023,cjv6rz,Still Looking,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,19,3.85,0,0,0,1,0,0
1868,3.6,2023,cjv6rz,Still Looking,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,19,3.5,0,0,0,1,0,0
1869,3.6,2023,cjv6rz,Still Looking,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,19,3.0,0,0,0,1,0,0
1870,3.6,2023,mam9cfe,Continuing Education,0,Cognitive Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,1,0,0,0
1871,3.6,2023,zes2fj,Still Looking,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,3,21,,0,0,0,1,1,0
1872,3.6,2023,zes2fj,Still Looking,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,3,21,3.66,0,0,0,1,1,0
1873,3.6,2023,hss3nd,Working,0,Data Science,Male,School of Data Science,1,0,6,4.0,0,0,0,0,0,0
1874,3.6,2023,hcf2jwh,Working,1,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,6,75,3.89,0,1,0,0,1,1
1875,3.6,2023,tz2yr,Working,0,Engineering - Electrical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
1876,3.6,2023,wmc9uz,Working,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,21,,0,1,0,0,0,0
1877,3.6,2023,al7ew,Working,1,Public Health,Female,School of Medicine,1,0,7,3.93,0,1,0,0,0,0
1878,3.6,2023,al7ew,Working,1,Public Health,Female,School of Medicine,1,0,7,,0,1,0,0,0,0
1879,3.6,2023,yt3ba,Working,0,Physics,Male,College and Graduate School of Arts & Sciences,1,1,239,,0,0,0,0,0,1
1880,3.6,2023,ns2nw,Working,3,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,2,0,,0,1,0,0,1,0
1881,3.6,2023,hst6fb,Still Looking,2,Biology,Female,College and Graduate School of Arts & Sciences,0,0,6,,0,1,0,1,0,0
1882,3.6,2023,eak6sv,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,16,,0,1,0,0,0,0
1883,3.6,2023,xl9jv,Still Looking,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,7,138,3.72,0,1,0,1,1,1
1884,3.6,2023,xl9jv,Still Looking,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,7,138,3.6,0,1,0,1,1,1
1885,3.6,2023,sa9jn,Still Looking,1,Architecture - Landscape Architecture,Female,School of Architecture,0,1,0,,0,1,0,1,0,0
1886,3.6,2023,uca8xb,Still Looking,2,Quantative Analytics in Education & Social Science,Female,School of Education and Human Development,0,0,0,3.76,0,1,0,1,0,0
1887,3.6,2023,uca8xb,Still Looking,2,Quantative Analytics in Education & Social Science,Female,School of Education and Human Development,0,0,0,,0,1,0,1,0,0
1888,3.6,2023,vkp8ye,Still Looking,1,Engineering - Computer Engineering,Female,School of Engineering & Applied Science,0,5,26,,0,1,0,1,1,0
1889,3.6,2023,anb2jz,Continuing Education,1,Statistics,Female,College and Graduate School of Arts & Sciences,0,1,76,,0,1,1,0,0,1
1890,3.6,2023,cqd6zv,Working,1,Statistics,Male,College and Graduate School of Arts & Sciences,1,1,59,,0,1,0,0,0,1
1891,3.6,2023,aew3wtn,Still Looking,0,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,3,257,3.91,0,0,0,1,1,1
1892,3.6,2023,aew3wtn,Still Looking,0,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,3,257,3.52,0,0,0,1,1,1
1893,3.6,2023,bbb4nq,Working,0,Engineering - Chemical Engineering,Female,School of Engineering & Applied Science,1,0,0,3.55,0,0,0,0,0,0
1894,3.6,2023,bbb4nq,Working,0,Engineering - Chemical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
1895,3.6,2023,bbb4nq,Working,0,Engineering - Chemical Engineering,Female,School of Engineering & Applied Science,1,0,0,3.78,0,0,0,0,0,0
1896,3.6,2023,afx2vc,Working,1,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,12,104,3.8,0,1,0,0,1,1
1897,3.6,2023,afx2vc,Working,1,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,12,104,,0,1,0,0,1,1
1898,3.6,2023,amr8xq,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,0,54,3.63,0,1,0,0,0,1
1899,3.6,2023,amr8xq,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,0,54,,0,1,0,0,0,1
1900,3.6,2023,wcp7cp,Working,2,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,60,,0,1,0,0,0,1
1901,3.6,2023,am2ps,Working,1,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.77,0,1,0,0,0,0
1902,3.6,2023,am2ps,Working,1,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
1903,3.6,2023,amd7ps,Working,0,Education - Educational Psychology,Female,School of Education and Human Development,1,0,0,3.95,0,0,0,0,0,0
1904,3.6,2023,yc6kz,Working,0,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,1,12,3.38,0,0,0,0,0,0
1905,3.6,2023,yc6kz,Working,0,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,1,12,,0,0,0,0,0,0
1906,3.6,2023,wc8jz,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,4,16,,0,1,0,0,1,0
1907,3.6,2023,ndh7tm,Working,0,Education - Special Education,Female,School of Education and Human Development,1,0,3,4.0,0,0,0,0,0,0
1908,3.6,2023,tjc5j,Working,2,Education - Educational Psychology,Female,School of Education and Human Development,1,0,0,,0,1,0,0,0,0
1909,3.6,2023,spb5ht,Still Looking,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,14,90,3.85,0,1,0,1,1,1
1910,3.6,2023,sc8zt,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,4,108,3.85,0,1,0,0,1,1
1911,3.6,2023,yj3us,Working,1,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,1,106,3.0,0,1,0,0,0,1
1912,3.6,2023,yj3us,Working,1,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,1,106,3.75,0,1,0,0,0,1
1913,3.6,2023,yj3us,Working,1,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,1,106,3.43,0,1,0,0,0,1
1914,3.6,2023,emt4ze,Working,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
1915,3.6,2023,ky4cd,Working,3,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,7,3.88,0,1,0,0,0,0
1916,3.6,2023,ky4cd,Working,3,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,7,3.85,0,1,0,0,0,0
1917,3.6,2023,jan4dg,Working,2,Statistics,Female,College and Graduate School of Arts & Sciences,1,1,6,,0,1,0,0,0,0
1918,3.6,2023,ejs4zb,Not Seeking,3,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,1,3.7,0,1,0,0,0,0
1919,3.6,2023,ejs4zb,Not Seeking,3,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,1,,0,1,0,0,0,0
1920,3.6,2023,cl4rx,Still Looking,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,45,4.0,0,1,0,1,0,0
1921,3.6,2023,ems5hg,Still Looking,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,0,182,4.0,0,1,0,1,0,1
1922,3.6,2023,ky4kg,Working,0,Chemistry,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
1923,3.6,2023,js9sw,Working,0,Engineering - Mechanical & Aerospace Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
1924,3.6,2023,cph8ge,Not Seeking,0,Microbiology,Female,School of Medicine,0,0,1,,0,0,0,0,0,0
1925,3.6,2023,dsp5zp,Still Looking,0,Global Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,1,23,3.81,0,0,0,1,0,0
1926,3.6,2023,mrs3xe,Still Looking,1,Education - Kinesiology,Female,School of Education and Human Development,0,0,0,,0,1,0,1,0,0
1927,3.6,2023,meg3xnv,Still Looking,0,Media Studies,Female,College and Graduate School of Arts & Sciences,0,0,2,3.9,0,0,0,1,0,0
1928,3.6,2023,kmh5bgj,Continuing Education,2,Mathematics,Female,College and Graduate School of Arts & Sciences,0,0,7,3.81,0,1,1,0,0,0
1929,3.6,2023,acd3pu,Still Looking,0,Interdisciplinary (SCPS-BIS),Female,School of Continuing and Professional Studies,0,1,30,3.92,0,0,0,1,0,0
1930,3.6,2023,acd3pu,Still Looking,0,Interdisciplinary (SCPS-BIS),Female,School of Continuing and Professional Studies,0,1,30,,0,0,0,1,0,0
1931,3.6,2023,zst2ym,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,8,72,,0,1,0,0,1,1
1932,3.6,2023,cas5gme,Working,2,Government,Female,College and Graduate School of Arts & Sciences,1,0,0,3.84,0,1,0,0,0,0
1933,3.6,2023,zn7gam,Continuing Education,3,Economics,Male,College and Graduate School of Arts & Sciences,0,1,134,,0,1,1,0,0,1
1934,3.6,2023,zn7gam,Continuing Education,3,Economics,Male,College and Graduate School of Arts & Sciences,0,1,134,3.89,0,1,1,0,0,1
1935,3.6,2023,gwp7xq,Continuing Education,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,1,8,,0,0,1,0,0,0
1936,3.6,2023,ad3zw,Still Looking,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,70,3.75,0,0,0,1,0,1
1937,3.6,2023,ad3zw,Still Looking,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,70,3.63,0,0,0,1,0,1
1938,3.6,2023,nfe7aw,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,3,42,3.65,0,1,0,0,1,0
1939,3.6,2023,tcc5wn,Fellowship,0,Pharmacology,Female,School of Medicine,0,0,0,,0,0,0,0,0,0
1940,3.6,2023,smc2ux,Working,0,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,126,3.58,0,0,0,0,0,1
1941,3.6,2023,drc5wx,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,5,5,3.9,0,1,0,0,1,0
1942,3.6,2023,drc5wx,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,5,5,,0,1,0,0,1,0
1943,3.6,2023,ys3mnq,Working,3,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,1,228,4.46,0,1,0,0,0,1
1944,3.6,2023,ys3mnq,Working,3,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,1,228,3.8,0,1,0,0,0,1
1945,3.6,2023,ys3mnq,Working,3,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,1,228,,0,1,0,0,0,1
1946,3.6,2023,mag9ez,Still Looking,0,Psychology,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0
1947,3.6,2023,pvm3nz,Working,0,Engineering - Computer Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
1948,3.6,2023,mnk9tm,Working,1,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,5,15,,0,1,0,0,1,0
1949,3.6,2023,mnk9tm,Working,1,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,5,15,3.0,0,1,0,0,1,0
1950,3.6,2023,dr7ua,Working,2,Education - Educational Psychology,Female,School of Education and Human Development,1,0,0,,0,1,0,0,0,0
1951,3.6,2023,jso5gf,Not Seeking,0,History,Female,College and Graduate School of Arts & Sciences,0,0,113,,0,0,0,0,0,1
1952,3.6,2023,zqz8ae,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,2,10,,0,1,0,0,1,0
1953,3.6,2023,ac3zv,Still Looking,1,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,0,1,82,3.9,0,1,0,1,0,1
1954,3.6,2023,amc6ys,Not Seeking,0,Education - Reading Education,Female,School of Education and Human Development,0,1,0,,0,0,0,0,0,0
1955,3.6,2023,kz9wr,Working,0,Chemistry,Male,College and Graduate School of Arts & Sciences,1,0,2,,0,0,0,0,0,0
1956,3.6,2023,nna7sf,Still Looking,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,2,48,3.89,0,1,0,1,1,1
1957,3.6,2023,nna7sf,Still Looking,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,2,48,,0,1,0,1,1,1
1958,3.6,2023,qtt8pp,Working,1,Public Health,Female,School of Medicine,1,0,13,3.82,0,1,0,0,0,0
1959,3.6,2023,qtt8pp,Working,1,Public Health,Female,School of Medicine,1,0,13,3.77,0,1,0,0,0,0
1960,3.6,2023,igl5cnr,Still Looking,1,Neuroscience - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,6,3.84,0,1,0,1,0,0
1961,3.6,2023,ft9vq,Still Looking,0,Interdisciplinary (SCPS-BIS),Female,School of Continuing and Professional Studies,0,1,26,,0,0,0,1,0,0
1962,3.6,2023,vbd4pjw,Working,2,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,3,196,3.86,0,1,0,0,1,1
1963,3.6,2023,vbd4pjw,Working,2,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,3,196,,0,1,0,0,1,1
1964,3.6,2023,zy2pc,Working,0,Physics,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
1965,3.6,2023,jq4xa,Working,0,Physics,Male,College and Graduate School of Arts & Sciences,1,0,41,,0,0,0,0,0,0
1966,3.6,2023,jq4xa,Working,0,Physics,Male,College and Graduate School of Arts & Sciences,1,0,41,3.4,0,0,0,0,0,0
1967,3.6,2023,jq4xa,Working,0,Physics,Male,College and Graduate School of Arts & Sciences,1,0,41,3.3,0,0,0,0,0,0
1968,3.6,2023,hm4pku,Working,2,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,1,7,146,,0,1,0,0,1,1
1969,3.6,2023,np3hh,Working,3,Education - Speech Communication Disorders,Female,School of Education and Human Development,1,0,0,3.93,0,1,0,0,0,0
1970,3.6,2023,np3hh,Working,3,Education - Speech Communication Disorders,Female,School of Education and Human Development,1,0,0,,0,1,0,0,0,0
1971,3.6,2023,zce5py,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,12,130,3.78,0,0,0,0,1,1
1972,3.6,2023,zce5py,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,12,130,4.0,0,0,0,0,1,1
1973,3.6,2023,hlf4yj,Still Looking,0,Interdisciplinary (SCPS-BIS),Female,School of Continuing and Professional Studies,0,0,0,3.99,0,0,0,1,0,0
1974,3.6,2023,dcm6ufw,Still Looking,0,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,3,2,3.5,0,0,0,1,1,0
1975,3.6,2023,ma7qg,Continuing Education,0,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,1,17,4.5,0,0,1,0,0,0
1976,3.6,2023,ma7qg,Continuing Education,0,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,1,17,3.95,0,0,1,0,0,0
1977,3.6,2023,agd6vah,Working,2,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,41,3.81,0,1,0,0,0,0
1978,3.6,2023,agd6vah,Working,2,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,41,,0,1,0,0,0,0
1979,3.6,2023,br4fu,Working,0,Pharmacology,Female,School of Medicine,1,0,0,,0,0,0,0,0,0
1980,3.6,2023,pl8vrb,Continuing Education,1,Education - Kinesiology,Female,School of Education and Human Development,0,0,0,3.65,0,1,1,0,0,0
1981,3.6,2023,aek4vg,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,3,39,3.92,1,1,0,0,1,0
1982,3.6,2023,dbp7bp,Continuing Education,0,Linguistics,Male,College and Graduate School of Arts & Sciences,0,0,0,4.0,0,0,1,0,0,0
1983,3.6,2023,zh6nj,Working,3,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,7,34,3.9,0,1,0,0,1,0
1984,3.6,2023,ab5bt,Working,0,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
1985,3.6,2023,mw2gd,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,10,1,,0,0,0,0,1,0
1986,3.6,2023,mw2gd,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,10,1,3.89,0,0,0,0,1,0
1987,3.6,2023,cw4fk,Working,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,2,115,,0,1,0,0,1,1
1988,3.6,2023,cw4fk,Working,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,2,115,3.8,0,1,0,0,1,1
1989,3.6,2023,cw4fk,Working,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,2,115,3.9,0,1,0,0,1,1
1990,3.6,2023,wrp2ff,Working,1,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,3,27,3.2,0,1,0,0,1,0
1991,3.6,2023,wrp2ff,Working,1,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,3,27,3.1,0,1,0,0,1,0
1992,3.6,2023,rev3ac,Working,2,French,Female,College and Graduate School of Arts & Sciences,1,0,140,,0,1,0,0,0,1
1993,3.6,2023,kav2ad,Working,1,Statistics,Female,College and Graduate School of Arts & Sciences,1,4,110,3.8,0,1,0,0,1,1
1994,3.6,2023,kav2ad,Working,1,Statistics,Female,College and Graduate School of Arts & Sciences,1,4,110,3.76,0,1,0,0,1,1
1995,3.6,2023,sl5xa,Working,0,Biology,Female,College and Graduate School of Arts & Sciences,1,0,2,,0,0,0,0,0,0
1996,3.6,2023,kch3ge,Working,1,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1,0,,0,1,0,0,0,0
1997,3.6,2023,mbe9a,Working,3,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.82,0,1,0,0,0,0
1998,3.6,2023,mbe9a,Working,3,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.2,0,1,0,0,0,0
1999,3.6,2023,ap4kz,Still Looking,0,Chemistry,Male,College and Graduate School of Arts & Sciences,0,0,2,,0,0,0,1,0,0
2000,3.6,2023,mqp9xc,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,19,,0,1,0,0,0,0
2001,3.6,2023,mqp9xc,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,19,3.54,0,1,0,0,0,0
2002,3.6,2023,rf4wv,Working,0,Environmental Sciences,Male,College and Graduate School of Arts & Sciences,1,0,0,3.7,0,0,0,0,0,0
2003,3.6,2023,pn5fw,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,7,46,4.0,0,1,0,0,1,0
2004,3.6,2023,pn5fw,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,7,46,,0,1,0,0,1,0
2005,3.6,2023,jde4zt,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,1,3.65,0,1,0,0,0,0
2006,3.6,2023,crr4tz,Working,0,Neuroscience,Female,School of Medicine,1,0,0,,0,0,0,0,0,0
2007,3.6,2023,eja8rz,Still Looking,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,2,3,,0,1,0,1,1,0
2008,3.6,2023,ks4hm,Working,1,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,6,2,,0,1,0,0,1,0
2009,3.6,2023,mkb2dxw,Still Looking,1,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,4,95,3.82,0,1,0,1,1,1
2010,3.6,2023,ecb2tx,Still Looking,0,Media Studies,Male,College and Graduate School of Arts & Sciences,0,1,20,3.71,0,0,0,1,0,0
2011,3.6,2023,ecb2tx,Still Looking,0,Media Studies,Male,College and Graduate School of Arts & Sciences,0,1,20,3.69,0,0,0,1,0,0
2012,3.6,2023,xd9fw,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,2,20,3.85,0,0,0,0,1,0
2013,3.6,2023,xd9fw,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,2,20,3.8,0,0,0,0,1,0
