,avg_unemployment,survey_year,Auth Identifier,Outcome,number_of_internships,primary_major,Gender,primary_college,Outcome_binary,Total Unique Fairs Attended,total_apps,Educations Cumulative Gpa,ipp_flag,Internship_binary,binary_cont_education,binary_still_looking,fairs_above_avg,apps_above_avg
2014,3.6,2023,xd9fw,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,2,20,3.91,0,0,0,0,1,0
2015,3.6,2023,dyc2nf,Working,2,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1,30,,0,1,0,0,0,0
2016,3.6,2023,mj9ss,Still Looking,0,Education - Speech Communication Disorders,Male,School of Education and Human Development,0,0,16,,0,0,0,1,0,0
2017,3.6,2023,brd4emh,Still Looking,0,Cognitive Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,0,15,3.5,0,0,0,1,0,0
2018,3.6,2023,brd4emh,Still Looking,0,Cognitive Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,0,15,4.0,0,0,0,1,0,0
2019,3.6,2023,brd4emh,Still Looking,0,Cognitive Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,0,15,4.88,0,0,0,1,0,0
2020,3.6,2023,thc8pku,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,2,27,4.65,0,1,0,0,1,0
2021,3.6,2023,thc8pku,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,2,27,3.57,0,1,0,0,1,0
2022,3.6,2023,jz9jm,Working,1,East Asian Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0
2023,3.6,2023,maf3wc,Working,2,History,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0
2024,3.6,2023,na9fvy,Still Looking,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,3,50,,0,0,0,1,1,1
2025,3.6,2023,jw4re,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,1,0,3.7,0,1,0,0,0,0
2026,3.6,2023,ipm2ev,Working,1,Architecture - Urban & Environmental Planning,Male,School of Architecture,1,0,14,,0,1,0,0,0,0
2027,3.6,2023,gpm6tf,Still Looking,0,Data Science,Male,School of Data Science,0,0,23,3.89,0,0,0,1,0,0
2028,3.6,2023,gpm6tf,Still Looking,0,Data Science,Male,School of Data Science,0,0,23,3.78,0,0,0,1,0,0
2029,3.6,2023,ma7bx,Working,2,Engineering - Electrical Engineering,Female,School of Engineering & Applied Science,1,0,3,,0,1,0,0,0,0
2030,3.6,2023,ja4er,Still Looking,1,Public Health,Female,School of Medicine,0,1,214,3.19,0,1,0,1,0,1
2031,3.6,2023,ja4er,Still Looking,1,Public Health,Female,School of Medicine,0,1,214,,0,1,0,1,0,1
2032,3.6,2023,akn7se,Working,1,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,2,38,3.85,0,1,0,0,1,0
2033,3.6,2023,akn7se,Working,1,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,2,38,3.87,0,1,0,0,1,0
2034,3.6,2023,akn7se,Working,1,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,2,38,3.71,0,1,0,0,1,0
2035,3.6,2023,rrk7cg,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,33,3.93,0,1,0,0,0,0
2036,3.6,2023,sa2uc,Still Looking,3,Architecture - Architectural History,Female,School of Architecture,0,0,0,3.9,0,1,0,1,0,0
2037,3.6,2023,mrt9yd,Working,0,English,Female,College and Graduate School of Arts & Sciences,1,0,0,3.0,0,0,0,0,0,0
2038,3.6,2023,smr5wu,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,1,36,3.9,0,1,0,0,0,0
2039,3.6,2023,mnc3ra,Working,0,Neuroscience,Female,School of Medicine,1,1,0,,0,0,0,0,0,0
2040,3.6,2023,ajg6tmf,Continuing Education,1,Education - Kinesiology,Female,School of Education and Human Development,0,0,0,3.36,0,1,1,0,0,0
2041,3.6,2023,zy7jw,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,4,84,4.0,0,1,0,0,1,1
2042,3.6,2023,zy7jw,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,4,84,3.41,0,1,0,0,1,1
2043,3.6,2023,mnc8rj,Still Looking,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,52,,0,1,0,1,0,1
2044,3.6,2023,hrm4jj,Still Looking,1,Biology,Female,College and Graduate School of Arts & Sciences,0,0,5,,0,1,0,1,0,0
2045,3.6,2023,qzq6rs,Working,1,Education - Curriculum & Instruction,Female,School of Education and Human Development,1,0,0,,0,1,0,0,0,0
2046,3.6,2023,yx8fe,Fellowship,0,Biophysics,Male,School of Medicine,0,0,0,4.0,0,0,0,0,0,0
2047,3.6,2023,yp8xd,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0
2048,3.6,2023,gt6ce,Working,3,Education - Educational Psychology,Female,School of Education and Human Development,1,1,0,3.4,0,1,0,0,0,0
2049,3.6,2023,rwb2ku,Still Looking,0,English,Male,College and Graduate School of Arts & Sciences,0,2,32,3.59,0,0,0,1,1,0
2050,3.6,2023,rwb2ku,Still Looking,0,English,Male,College and Graduate School of Arts & Sciences,0,2,32,,0,0,0,1,1,0
2051,3.6,2023,hzn3kf,Still Looking,0,Data Science,Male,School of Data Science,0,0,217,4.0,0,0,0,1,0,1
2052,3.6,2023,tds9jhq,Still Looking,0,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,0,12,3.67,0,0,0,1,0,0
2053,3.6,2023,yl9jw,Working,0,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,,0,0,0,0,0,0
2054,3.6,2023,hxb8vsy,Still Looking,0,Government,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0
2055,3.6,2023,ktj2nv,Still Looking,1,Media Studies,Female,College and Graduate School of Arts & Sciences,0,1,0,,0,1,0,1,0,0
2056,3.6,2023,xw8zt,Not Seeking,0,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,0,1,6,,0,0,0,0,0,0
2057,3.6,2023,ac7pje,Working,1,Statistics,Female,College and Graduate School of Arts & Sciences,1,4,142,,0,1,0,0,1,1
2058,3.6,2023,ads8gp,Continuing Education,1,Linguistics,Male,College and Graduate School of Arts & Sciences,0,0,76,,0,1,1,0,0,1
2059,3.6,2023,ads8gp,Continuing Education,1,Linguistics,Male,College and Graduate School of Arts & Sciences,0,0,76,3.63,0,1,1,0,0,1
2060,3.6,2023,mgd7uv,Fellowship,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,0,0,0
2061,3.6,2023,mjm6mt,Fellowship,0,Anthropology,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,0,0,0
2062,3.6,2023,pml5ct,Working,1,Engineering - Materials Science & Engineering,Male,School of Engineering & Applied Science,1,2,0,3.52,0,1,0,0,1,0
2063,3.6,2023,jz5bc,Working,0,Microbiology,Male,School of Medicine,1,0,2,3.8,0,0,0,0,0,0
2064,3.6,2023,lna4bz,Fellowship,1,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,0,6,,0,1,0,0,0,0
2065,3.6,2023,lna4bz,Fellowship,1,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,0,6,3.26,0,1,0,0,0,0
2066,3.6,2023,chw8hq,Still Looking,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0
2067,3.6,2023,emm8tm,Working,2,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,3.68,0,1,0,0,0,0
2068,3.6,2023,xw5dw,Working,0,Chemistry,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0
2069,3.6,2023,mk9ye,Continuing Education,0,English,Female,College and Graduate School of Arts & Sciences,0,0,2,3.8,0,0,1,0,0,0
2070,3.6,2023,vmf7kwn,Working,2,Engineering - Aerospace Engineering,Male,School of Engineering & Applied Science,1,3,33,3.83,0,1,0,0,1,0
2071,3.6,2023,sam5dtx,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,2,77,,0,1,0,0,1,1
2072,3.6,2023,ks4zx,Continuing Education,1,Engineering - Aerospace Engineering,Female,School of Engineering & Applied Science,0,3,56,,0,1,1,0,1,1
2073,3.6,2023,da2ed,Working,2,Engineering - Aerospace Engineering,Female,School of Engineering & Applied Science,1,2,177,,0,1,0,0,1,1
2074,3.6,2023,da2ed,Working,2,Engineering - Aerospace Engineering,Female,School of Engineering & Applied Science,1,2,177,3.65,0,1,0,0,1,1
2075,3.6,2023,pje2mue,Working,0,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,1,9,,0,0,0,0,0,0
2076,3.6,2023,gjs4wu,Continuing Education,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,4,55,3.87,0,1,1,0,1,1
2077,3.6,2023,gjs4wu,Continuing Education,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,4,55,,0,1,1,0,1,1
2078,3.6,2023,viv7um,Working,1,Engineering - Materials Science and Engineering,Male,School of Engineering & Applied Science,1,2,44,3.28,0,1,0,0,1,0
2079,3.6,2023,mt5wjv,Working,2,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,12,10,,0,1,0,0,1,0
2080,3.6,2023,lgh4gc,Working,2,Engineering - Computer Engineering,Female,School of Engineering & Applied Science,1,0,31,3.6,0,1,0,0,0,0
2081,3.6,2023,np6mec,Working,3,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,3,186,,0,1,0,0,1,1
2082,3.6,2023,amb6bu,Working,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,3,62,3.79,0,1,0,0,1,1
2083,3.6,2023,kgf2ba,Continuing Education,3,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,0,2,0,,0,1,1,0,1,0
2084,3.6,2023,bpm4pkz,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,65,3.89,0,1,0,0,0,1
2085,3.6,2023,sb2rq,Working,3,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,1,32,3.3,0,1,0,0,0,0
2086,3.6,2023,sb2rq,Working,3,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,1,32,4.27,0,1,0,0,0,0
2087,3.6,2023,alt6yzw,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,22,3.91,0,1,0,0,0,0
2088,3.6,2023,ack6jqv,Continuing Education,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,0,1,3.7,0,1,1,0,0,0
2089,3.6,2023,sm3xz,Working,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,1,65,3.7,0,1,0,0,0,1
2090,3.6,2023,scp4exq,Continuing Education,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,4,10,,0,1,1,0,1,0
2091,3.6,2023,gtd8fp,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,5,172,3.53,0,1,0,0,1,1
2092,3.6,2023,jid4nse,Working,3,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,114,3.91,0,1,0,0,0,1
2093,3.6,2023,sms6ss,Working,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,21,3.9,0,1,0,0,0,0
2094,3.6,2023,rlq3fm,Working,1,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,6,65,,0,1,0,0,1,1
2095,3.6,2023,rlq3fm,Working,1,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,6,65,3.6,0,1,0,0,1,1
2096,3.6,2023,tvm2pvr,Working,1,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,2,0,3.97,0,1,0,0,1,0
2097,3.6,2023,jen4ac,Military,2,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,0,1,5,,0,1,0,0,0,0
2098,3.6,2023,bsb4rz,Working,0,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,3,11,3.38,0,0,0,0,1,0
2099,3.6,2023,cwk7ves,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,7,127,,0,1,0,0,1,1
2100,3.6,2023,lp9by,Working,1,Engineering - Electrical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0
2101,3.6,2023,ajr3ru,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,5,75,3.65,0,1,0,0,1,1
2102,3.6,2023,ajr3ru,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,5,75,,0,1,0,0,1,1
2103,3.6,2023,jcm2yd,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,26,3.79,0,1,0,0,0,0
2104,3.6,2023,jiy6krm,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,10,4.0,0,1,0,0,0,0
2105,3.6,2023,nep9kcb,Working,2,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,4,15,4.53,0,1,0,0,1,0
2106,3.6,2023,nep9kcb,Working,2,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,4,15,3.2,0,1,0,0,1,0
2107,3.6,2023,dmm7qe,Working,1,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,0,11,3.88,0,1,0,0,0,0
2108,3.6,2023,jhf8fjb,Working,1,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,1,5,20,,0,1,0,0,1,0
2109,3.6,2023,pup8kwm,Continuing Education,2,Engineering - Mechanical Engineering,Female,School of Engineering & Applied Science,0,7,78,,0,1,1,0,1,1
2110,3.6,2023,rkp5rm,Working,3,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,9,37,3.72,1,1,0,0,1,0
2111,3.6,2023,rkp5rm,Working,3,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,9,37,,1,1,0,0,1,0
2112,3.6,2023,csk6snj,Working,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,4,19,3.97,0,1,0,0,1,0
2113,3.6,2023,tmw2ujn,Continuing Education,1,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,0,1,50,,0,1,1,0,0,1
2114,3.6,2023,sjd2fcs,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,23,3.96,0,1,0,0,0,0
2115,3.6,2023,sjd2fcs,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1,23,3.91,0,1,0,0,0,0
2116,3.6,2023,mb5gs,Working,3,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,10,191,,0,1,0,0,1,1
2117,3.6,2023,awp5ud,Continuing Education,3,Engineering - Aerospace Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,1,1,0,0,0
2118,3.6,2023,adw5ke,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,10,136,,0,1,0,0,1,1
2119,3.6,2023,acb2czj,Working,0,Engineering - Mechanical Engineering,Female,School of Engineering & Applied Science,1,4,13,3.52,0,0,0,0,1,0
2120,3.6,2023,ncm2kjm,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,3,26,4.6,0,1,0,0,1,0
2121,3.6,2023,ncm2kjm,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,3,26,4.0,0,1,0,0,1,0
2122,3.6,2023,kc9qgp,Working,3,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,11,51,,0,1,0,0,1,1
2123,3.6,2023,nmb5rj,Continuing Education,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,0,74,3.94,0,0,1,0,0,1
2124,3.6,2023,nmb5rj,Continuing Education,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,0,74,,0,0,1,0,0,1
2125,3.6,2023,blb7hw,Working,1,Engineering - Chemical Engineering,Female,School of Engineering & Applied Science,1,2,115,3.91,0,1,0,0,1,1
2126,3.6,2023,blb7hw,Working,1,Engineering - Chemical Engineering,Female,School of Engineering & Applied Science,1,2,115,,0,1,0,0,1,1
2127,3.6,2023,ben4mz,Continuing Education,2,Economics,Female,College and Graduate School of Arts & Sciences,0,0,23,3.8,0,1,1,0,0,0
2128,3.6,2023,ben4mz,Continuing Education,2,Economics,Female,College and Graduate School of Arts & Sciences,0,0,23,4.0,0,1,1,0,0,0
2129,3.6,2023,as5gd,Working,3,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,1,52,,0,1,0,0,0,1
2130,3.6,2023,ps6nf,Continuing Education,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,0,2,18,,0,1,1,0,1,0
2131,3.6,2023,ps6nf,Continuing Education,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,0,2,18,3.81,0,1,1,0,1,0
2132,3.6,2023,kms7pyb,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,1,42,3.93,0,1,0,0,0,0
2133,3.6,2023,kms7pyb,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,1,42,4.4,0,1,0,0,0,0
2134,3.6,2023,mk6hkw,Working,2,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,52,,0,1,0,0,0,1
2135,3.6,2023,mcp9af,Working,2,Mathematics,Male,College and Graduate School of Arts & Sciences,1,1,48,4.0,0,1,0,0,0,1
2136,3.6,2023,wfp7qbs,Still Looking,2,Economics,Male,College and Graduate School of Arts & Sciences,0,3,310,,0,1,0,1,1,1
2137,3.6,2023,ces4jr,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,7,162,,0,1,0,0,1,1
2138,3.6,2023,kgm7epp,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,1,49,3.8,0,1,0,0,0,1
2139,3.6,2023,kgm7epp,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,1,49,,0,1,0,0,0,1
2140,3.6,2023,ke9gt,Continuing Education,2,Statistics,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,1,0,0,0
2141,3.6,2023,ayb6na,Continuing Education,2,Economics,Female,College and Graduate School of Arts & Sciences,0,0,5,,0,1,1,0,0,0
2142,3.6,2023,erl3hwe,Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,3,92,3.9,0,0,0,0,1,1
2143,3.6,2023,erl3hwe,Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,3,92,,0,0,0,0,1,1
2144,3.6,2023,al3qst,Continuing Education,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,12,,0,1,1,0,0,0
2145,3.6,2023,al3qst,Continuing Education,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,12,3.99,0,1,1,0,0,0
2146,3.6,2023,kek7rdu,Still Looking,3,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1,42,,0,1,0,1,0,0
2147,3.6,2023,cls2ewu,Working,2,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,48,,0,1,0,0,0,1
2148,3.6,2023,srs4cpy,Continuing Education,0,Education - Youth & Social Innovation,Female,School of Education and Human Development,0,0,0,,0,0,1,0,0,0
2149,3.6,2023,em7qx,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,0,0,3.75,0,1,0,0,0,0
2150,3.6,2023,mha7bdt,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,1,0,,0,1,0,0,0,0
2151,3.6,2023,pas2hjr,Working,0,Mathematics,Male,College and Graduate School of Arts & Sciences,1,0,250,3.63,0,0,0,0,0,1
2152,3.6,2023,pas2hjr,Working,0,Mathematics,Male,College and Graduate School of Arts & Sciences,1,0,250,,0,0,0,0,0,1
2153,3.6,2023,js7kq,Working,3,Economics,Male,College and Graduate School of Arts & Sciences,1,0,0,4.0,0,1,0,0,0,0
2154,3.6,2023,js7kq,Working,3,Economics,Male,College and Graduate School of Arts & Sciences,1,0,0,3.85,0,1,0,0,0,0
2155,3.6,2023,gmp6awf,Working,2,Economics,Male,College and Graduate School of Arts & Sciences,1,7,82,,0,1,0,0,1,1
2156,3.6,2023,gmp6awf,Working,2,Economics,Male,College and Graduate School of Arts & Sciences,1,7,82,3.7,0,1,0,0,1,1
2157,3.6,2023,hx5fgr,Continuing Education,3,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,2,150,3.95,0,1,1,0,1,1
2158,3.6,2023,hx5fgr,Continuing Education,3,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,2,150,,0,1,1,0,1,1
2159,3.6,2023,brc4ka,Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,1,8,,0,1,0,0,0,0
2160,3.6,2023,dsd4ng,Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,5,20,3.37,0,1,0,0,1,0
2161,3.6,2023,dsd4ng,Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,5,20,3.78,0,1,0,0,1,0
2162,3.6,2023,as4hfs,Still Looking,0,Economics,Male,College and Graduate School of Arts & Sciences,0,22,299,4.67,0,0,0,1,1,1
2163,3.6,2023,as4hfs,Still Looking,0,Economics,Male,College and Graduate School of Arts & Sciences,0,22,299,,0,0,0,1,1,1
2164,3.6,2023,abw8rvg,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,1,32,,0,1,0,0,0,0
2165,3.6,2023,jsm9kp,Working,2,Economics,Female,College and Graduate School of Arts & Sciences,1,0,8,,0,1,0,0,0,0
