Q10.1_fds_2024,Number of Internships,How many internships (summer and/or academic year) did you have while attending the University of Virginia?_fds_2021,"If you participated in internships, how many internships did you have while attending the University of Virginia?_fds_2022",Primary Major,Recipient Primary Major_fds_2022,Recipient Primary Majors_fds_2021,First Gen,College_fds_2024,Career Readiness,Q5.4_fds_2024,Alignment,Q10.4_fds_2024,Q10.5_fds_2024,time of IPP,num_fairs,num_appointments,num_events_signed_up,num_events_checked_in,Internship Applications,Job Applications,On Campus Student Employment,Volunteer,Fellowship_application,Graduate School,Cooperative Education,Experiential Learning
,,,,,Engineering - Mechanical Engineering,,False,,,,,,,,1.0,,,,,,,,,,,
,0,,,Engineering - Systems Engineering,,,,,,,,,,,1.0,,4.0,2.0,,,,,,,,
,,,,,,Biology,,,,,,,,,1.0,,2.0,0.0,,,,,,,,
,,,,,,Engineering - Computer Science,,,,,,,,,1.0,210.0,,,,,,,,,,
,,,,,Nursing,,,,,,,,,,1.0,,,,,,,,,,,
2,,,,,,,False,College and Graduate School of Arts & Sciences,8.0,,7.0,10.0,10.0,,5.0,32.0,18.0,3.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Psychology,,,,,,,,,1.0,144.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,,,Art - History of Art & Architecture,,,,,,,,,,,1.0,5.0,,,,,,,,,,
,,,,,,,False,,,,,,,,40.0,,18.0,4.0,86.0,46.0,0.0,0.0,0.0,0.0,0.0,24.0
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,Philosophy,,False,,,,,,,,4.0,35.0,,,28.0,96.0,2.0,0.0,0.0,0.0,0.0,0.0
,,,,Computer Science - Interdisciplinary,,,False,,,,,,,['Summer 2021'],6.0,220.0,4.0,0.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,0,,Education - Curriculum & Instruction,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,Commerce,Commerce,False,,,,,,,,1.0,,2.0,0.0,,,,,,,,
,,,,Nursing,,,True,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Statistics,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,2.0,480.0,3.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,Education - Elementary Education,,,,,,,,,,,3.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,Foreign Affairs,,False,,,,,,,,9.0,,7.0,2.0,8.0,19.0,4.0,0.0,0.0,1.0,1.0,1.0
,,,,,Education - Curriculum & Instruction,,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Psychology,,,,,,,,,1.0,,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,1,,Education - Speech Communication Disorders,,False,,,,,,,['Spring 2021'],1.0,80.0,2.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,1.0,,,,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Global Studies - Interdisciplinary,,,,,,,,,1.0,,8.0,1.0,,,,,,,,
,,,,,Nursing,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,6.0,,3.0,0.0,87.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,Neuroscience,,False,,,,,,,,1.0,35.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
,,,,,Public Health,Cognitive Science - Interdisciplinary,False,,,,,,,,1.0,72.0,3.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,1.0,,,,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Engineering - Civil Engineering,,,,,,,,,1.0,,,,,,,,,,,
,,,,,Interdisciplinary Studies,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Neuroscience,,,,,,,,,1.0,,,,,,,,,,,
,,,0,,Engineering - Mechanical & Aerospace Engineering,,True,,,,,,,,1.0,,,,,,,,,,,
,,,,Engineering - Computer Science,,,True,,,,,,,,4.0,153.0,,,40.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Commerce,,,,,,,,,1.0,13.0,28.0,8.0,,,,,,,,
,,,,,,,False,,,,,,,,1.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,60.0,,,,,,,,,,
,0,,,Sociology,,,False,,,,,,,,1.0,100.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,Engineering - Biomedical Engineering,,False,,,,,,,['Spring 2021'],1.0,90.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,Commerce - Finance,,False,,,,,,,,1.0,4.0,,,,,,,,,,
,,,,,,,False,,,,,,,,1.0,,2.0,1.0,,,,,,,,
,,,,,,Media Culture & Technology,,,,,,,,,1.0,,,,,,,,,,,
,0,,,Engineering - Systems Engineering,,,False,,,,,,,,6.0,70.0,2.0,2.0,2.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0
,,,,Nursing,,,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,College and Graduate School of Arts & Sciences,,,,,,,1.0,190.0,,,12.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0
,,,,,Engineering - Civil Engineering,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,Biochemistry & Molecular Genetics,,,,,,,,,,,1.0,,,,,,,,,,,
,,,1,,Engineering - Materials Science & Engineering,,False,,,,,,,,4.0,126.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3+,,,,,,,False,College and Graduate School of Arts & Sciences,10.0,,8.0,6.0,7.0,,12.0,,2.0,1.0,4.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
,1,,,Media Studies,,,False,,,,,,,,15.0,,5.0,2.0,44.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,Foreign Affairs,,False,,,,,,,,1.0,30.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,English,,,False,,,,,,,,1.0,,,,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,,,,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,School of Engineering & Applied Science,,,,,,,15.0,,1.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0
,,,,,,,,,,,,,,,9.0,72.0,9.0,1.0,74.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
,3+,,,English,,,False,,,,,,,,1.0,36.0,1.0,0.0,,,,,,,,
2,,,,,,,False,College and Graduate School of Arts & Sciences,7.0,,7.0,8.0,8.0,,1.0,30.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,8.0,16.0,,,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Commerce,,,,,,,,,1.0,63.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
3+,,,,,,,False,School of Education and Human Development,10.0,,8.0,8.0,7.0,,4.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,1.0,,,,14.0,28.0,0.0,0.0,6.0,0.0,0.0,0.0
2,2,,,Computer Science - Interdisciplinary,,,False,School of Data Science,9.0,,9.0,8.0,8.0,,6.0,20.0,,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2,,,,,,,False,College and Graduate School of Arts & Sciences,7.0,,9.0,7.0,8.0,,1.0,160.0,3.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
,,,,,Nursing,,True,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
,,,3+,Commerce,History,,False,,,,,,,['Summer 2021'],3.0,104.0,1.0,0.0,3.0,327.0,4.0,0.0,0.0,0.0,0.0,0.0
,2,,,Foreign Affairs,,,False,,,,,,,,6.0,,5.0,0.0,91.0,46.0,2.0,0.0,0.0,0.0,0.0,7.0
,,,,,,,False,College and Graduate School of Arts & Sciences,,,,,,['Fall 22'],4.0,198.0,12.0,5.0,160.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
2,,,,,,,False,College and Graduate School of Arts & Sciences,8.0,,7.0,7.0,8.0,,1.0,,1.0,1.0,,,,,,,,
,,,,Education - Curriculum & Instruction,,,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,10.0,,8.0,3.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,2.0,,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,1,,Psychology,,False,,,,,,,,1.0,,,,,,,,,,,
,,,0,,Education - Curriculum & Instruction,,True,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,1.0,,1.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,6.0,,,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,Commerce,Commerce,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Psychology,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,1.0,15.0,8.0,4.0,,,,,,,,
,,,,,,,,,,,,,,,3.0,50.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,45.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
,,,,,Commerce - Management,,False,,,,,,,"['Summer 2020', 'AY 20-21']",1.0,48.0,22.0,2.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,2.0
,,,,,,Microbiology,,,,,,,,,1.0,,,,,,,,,,,
,,3+,,,,Engineering - Mechanical & Aerospace Engineering,,,,,,,,,1.0,1027.0,1.0,0.0,,,,,,,,
,,,,,,,False,College and Graduate School of Arts & Sciences,,,,,,,4.0,60.0,2.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Education - Curriculum & Instruction,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,1.0,25.0,,,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Microbiology,,,,,,,,,1.0,,,,,,,,,,,
1,,,,,,,False,School of Nursing,8.0,,10.0,10.0,8.0,,1.0,,,,,,,,,,,
,,,,,,,True,,,,,,,,10.0,100.0,11.0,3.0,39.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
,,,,Commerce,,,False,,,,,,,,6.0,,33.0,9.0,90.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,2.0,28.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,21.0,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,1.0,,1.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Nursing,,,,,,,,,1.0,,,,,,,,,,,
3+,,,,,,,False,College and Graduate School of Arts & Sciences,5.0,,7.0,3.0,8.0,,12.0,,3.0,1.0,147.0,167.0,1.0,0.0,1.0,0.0,0.0,4.0
,,,,Education - Educational Psychology,,,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,1.0,20.0,,,,,,,,,,
,,,,,,,False,,,,,,,,2.0,9.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Education - Speech Communication Disorders,,,,,,,,,1.0,138.0,,,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,2.0,5.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,,,,24.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,Chemistry,,,False,,,,,,,,1.0,40.0,,,,,,,,,,
3+,,,,,,,False,College and Graduate School of Arts & Sciences,10.0,,10.0,10.0,10.0,,3.0,150.0,1.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,English,,,,,,,,,1.0,81.0,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,1.0,70.0,1.0,1.0,177.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,Anthropology,,False,,,,,,,,1.0,,1.0,1.0,,,,,,,,
,0,,,Sociology,,,False,,,,,,,,1.0,35.0,,,,,,,,,,
,,,,,,,False,,,,,,,,1.0,24.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
,2,,,Economics,,,False,,,,,,,,1.0,,7.0,3.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0
1,,,,,,,False,College and Graduate School of Arts & Sciences,9.0,,10.0,9.0,7.0,,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,Public Safety,,,,,,,,,,,1.0,,,,,,,,,,,
,,,,,Education - Kinesiology,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
3+,,,,,,,True,College and Graduate School of Arts & Sciences,2.0,Data Science,10.0,8.0,6.0,,42.0,1230.0,6.0,2.0,40.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Cognitive Science - Interdisciplinary,,,,,,,,,1.0,192.0,,,,,,,,,,
,,,,,,Commerce,,,,,,,,,1.0,,,,,,,,,,,
,,,,,Engineering - Computer Engineering,,True,,,,,,,,1.0,,1.0,0.0,,,,,,,,
,,,,,,,False,,,,,,,,3.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,Commerce - Business Analytics,,,,,,,,,,1.0,,,,,,,,,,,
1,1,,,Chemistry,,,False,School of Data Science,6.0,,6.0,5.0,7.0,,6.0,,3.0,1.0,53.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,1,,Education - Kinesiology,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,Chemistry,,,,,,,,,,,1.0,216.0,1.0,1.0,,,,,,,,
,,,,,,Spanish,,,,,,,,,1.0,,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,Public Policy & Leadership,Foreign Affairs,True,,,,,,,,1.0,,1.0,0.0,,,,,,,,
,,,,,,,True,,,,,,,,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,4.0,320.0,2.0,0.0,236.0,34.0,0.0,0.0,3.0,0.0,0.0,0.0
,,,,,Public Policy & Leadership,,False,,,,,,,,1.0,,1.0,1.0,,,,,,,,
,,,,,,Cognitive Science - Interdisciplinary,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
,,,0,,Cognitive Science - Interdisciplinary,,False,,,,,,,,1.0,60.0,1.0,1.0,,,,,,,,
,,,,,,,True,,,,,,,,8.0,,2.0,0.0,114.0,492.0,22.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,Commerce - Management,,False,,,,,,,,1.0,120.0,1.0,1.0,,,,,,,,
,1,,,Engineering - Computer Engineering,,,False,,,,,,,,1.0,8.0,1.0,0.0,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,Engineering - Chemical Engineering,,,,,,,,,,,1.0,,2.0,0.0,,,,,,,,
,,,,,,,False,,,,,,,,4.0,,1.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,3+,,Computer Science - Interdisciplinary,,False,,,,,,,,1.0,,2.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,History,,,,,,,,,1.0,112.0,1.0,0.0,,,,,,,,
,,,,,Media Studies - Interdisciplinary,,False,,,,,,,,1.0,1200.0,1.0,1.0,,,,,,,,
,,,,,,Engineering - Materials Science & Engineering,,,,,,,,,1.0,,2.0,0.0,,,,,,,,
,,,,,Engineering - Computer Science,,False,,,,,,,,1.0,110.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Architecture,,,,,,,,,1.0,,1.0,0.0,,,,,,,,
,1,,,Engineering - Computer Science,,,False,,,,,,,,1.0,40.0,,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Statistics,True,,,,,,,,1.0,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Commerce,,,,,,,,,1.0,81.0,3.0,0.0,,,,,,,,
,,,,,,Engineering - Computer Science,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Psychology,True,,,,,,,,1.0,126.0,,,,,,,,,,
,,,1,Statistics,Statistics,,False,,,,,,,,1.0,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,Education - Educational Psychology,History,,True,,,,,,,,1.0,,1.0,1.0,,,,,,,,
,,,,Engineering - Computer Science,,,False,,,,,,,,9.0,42.0,7.0,0.0,66.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0
,1,,,Biology,,,False,,,,,,,,1.0,,,,,,,,,,,
,1,,,Statistics,,,False,,,,,,,,4.0,,,,90.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Chemistry,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,8.0,,3.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,Cognitive Science - Interdisciplinary,,,False,,,,,,,,1.0,42.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,['Summer 22'],,,,,,,,,,,,
,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2,,,Engineering - Mechanical Engineering,,,True,,,,,,,,7.0,300.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Biological & Physical Sciences,,,,,,,,,,,1.0,,,,,,,,,,,
1,,,,,,,False,College and Graduate School of Arts & Sciences,,,,,,,1.0,150.0,21.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
,,,,Commerce,,,,,,,,,,,1.0,,3.0,0.0,72.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Education - Educational Psychology,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Computer Science - Interdisciplinary,,,,,,,,,1.0,,,,,,,,,,,
,,,,,Economics,,False,,,,,,,,1.0,50.0,2.0,0.0,34.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
2,,,,,,,False,College and Graduate School of Arts & Sciences,8.0,,10.0,8.0,8.0,,12.0,216.0,24.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
,,,,Cognitive Science - Interdisciplinary,,,False,,,,,,,,1.0,,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,True,,,,,,,,7.0,,,,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,Public Policy,Psychology,,True,,,,,,,,1.0,35.0,,,4.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,Public Policy,,,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Biology,,,,,,,,,1.0,,1.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,,,Engineering - Mechanical Engineering,,,False,,,,,,,,5.0,85.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Commerce,,,,,,,,,1.0,,1.0,0.0,,,,,,,,
,,,,,Education - Special Education,,False,,,,,,,,4.0,,,,,,,,,,,
,,,,,,Education - Elementary Education,,,,,,,,,1.0,72.0,,,,,,,,,,
,,,,,,Commerce,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Engineering - Systems Engineering,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Music,,,,,,,,,1.0,,2.0,2.0,,,,,,,,
,,,,,Education - Higher Education,American Studies - Interdisciplinary,False,,,,,,,,1.0,,1.0,1.0,,,,,,,,
,,0,,,,Engineering - Biomedical Engineering,,,,,,,,,1.0,,,,,,,,,,,
,,0,,,,Environmental Sciences,,,,,,,,,1.0,,,,,,,,,,,
0,,,,,,,True,College and Graduate School of Arts & Sciences,5.0,,5.0,4.0,5.0,,2.0,196.0,10.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,0,,Psychology,,False,,,,,,,,1.0,402.0,,,,,,,,,,
,,,,,,Education - Curriculum & Instruction,,,,,,,,,1.0,,,,,,,,,,,
,,,,Commerce,,,,,,,,,,,3.0,,,,48.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,0,,Biology,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,Psychology,Neuroscience - Interdisciplinary,False,,,,,,,,1.0,72.0,,,,,,,,,,
,,,,,,,,,,,,,,,1.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2,,,Archaeology - Interdisciplinary,,,False,,,,,,,,1.0,176.0,2.0,2.0,,,,,,,,
,,,,,,Biology,True,,,,,,,,1.0,210.0,1.0,0.0,,,,,,,,
,,,,Nursing,,,,,,,,,,,1.0,,,,,,,,,,,
0,,,,,,,False,School of Engineering & Applied Science,7.0,,5.0,8.0,6.0,,1.0,,,,,,,,,,,
2,,,,,,,False,College and Graduate School of Arts & Sciences,8.0,Veterinary Medicine,10.0,10.0,6.0,,1.0,,3.0,0.0,,,,,,,,
,0,,,Biology,,,False,,,,,,,,1.0,,5.0,1.0,,,,,,,,
,,0,,,,Data Science,,,,,,,,,1.0,,2.0,0.0,,,,,,,,
,,,0,,Education - Kinesiology,,False,,,,,,,,1.0,60.0,,,,,,,,,,
,,,,,,,False,College and Graduate School of Arts & Sciences,,,,,,,6.0,480.0,4.0,0.0,2.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0
,,,,Commerce,,,False,,,,,,,,1.0,,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,,,,,Music,False,College and Graduate School of Arts & Sciences,10.0,,8.0,8.0,10.0,,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,0,,,Economics,,,False,,,,,,,,2.0,,2.0,1.0,1.0,36.0,0.0,0.0,19.0,0.0,0.0,0.0
,,,,,,Education - Curriculum & Instruction,,,,,,,,,1.0,,,,,,,,,,,
1,,,,,,,False,School of Nursing,8.0,,10.0,10.0,9.0,,1.0,,1.0,0.0,,,,,,,,
,,,,Nursing,,,,,,,,,,,1.0,,,,,,,,,,,
,,,,,Statistics,,False,,,,,,,,1.0,,,,82.0,101.0,0.0,0.0,10.0,0.0,0.0,0.0
,0,,,Education - Higher Education,American Studies - Interdisciplinary,,True,,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,,,,,,,False,College and Graduate School of Arts & Sciences,4.0,,3.0,4.0,3.0,,4.0,264.0,13.0,5.0,43.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0
,,,,Engineering - Aerospace Engineering,,,False,,,,,,,,4.0,,2.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,American Studies - Interdisciplinary,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,
,,,,,Architecture,,False,,,,,,,,1.0,,,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
,3+,,,Chemistry,,,False,,,,,,,,1.0,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
,1,,,Psychology,,,False,,,,,,,,1.0,36.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,,,Interdisciplinary (SCPS-BIS),,,True,,,,,,,,2.0,,,,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,Media Studies - Interdisciplinary,,,,,,,,,1.0,154.0,,,,,,,,,,
,1,,,Religious Studies,,,False,,,,,,,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,7.0,255.0,6.0,3.0,129.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,History,,,False,,,,,,,,15.0,,15.0,1.0,19.0,136.0,0.0,0.0,0.0,0.0,0.0,1.0
,3+,,,Engineering - Biomedical Engineering,,,False,,,,,,,,4.0,42.0,2.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,12.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
,,,,,,American Studies - Interdisciplinary,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,Economics,,,,,,,,,1.0,400.0,20.0,6.0,,,,,,,,
,,,,,Commerce - Marketing & Management,Commerce,False,,,,,,,,1.0,63.0,9.0,2.0,,,,,,,,
,,,,,English,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,Spanish,,,True,,,,,,,,1.0,,,,4.0,132.0,6.0,0.0,0.0,0.0,0.0,0.0
,1,,,Engineering - Systems Engineering,,,False,,,,,,,['Fall 22'],4.0,485.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,2,,,Computer Science - Interdisciplinary,,,,,,,,,,['AY 21-22'],1.0,48.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,60.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,4.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
,,,,,Commerce,Commerce,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,12.0,102.0,1.0,0.0,108.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0
,,,,,,Nursing,,,,,,,,,1.0,,,,,,,,,,,
,,,,,,,False,,,,,,,,1.0,,,,,,,,,,,
,,,,,,English,,,,,,,,,1.0,310.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,False,,,,,,,,3.0,,4.0,0.0,24.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,True,,,,,,,,1.0,,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
,,,0,,Statistics,,False,,,,,,,,1.0,,,,,,,,,,,
